CustomerID,Churn_Numeric,SeniorCitizen,SatisfactionScore,TotalServicesCount,IsHighValueCustomer,Gender_Binary,Partner_Binary,Dependents_Binary,PhoneService_Binary,PaperlessBilling_Binary,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_Early (1-2yrs),TenureGroup_Established (2-4yrs),TenureGroup_Loyal (4+yrs),TenureMonths_Scaled,MonthlyCharges_Capped_Scaled,TotalCharges_Log1p_Scaled,CustomerAgeDays_Scaled,MonthlyToTotalRatio_Scaled
CUST-10053,0,1.0,3,2,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,-0.5442290324083726,-0.365076992533928,-0.11301781252837421,1.6729501019553168,-0.09062968101992645
CUST-10054,1,0.0,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,-0.2834515558371488,0.6898190267089784,0.4609872331364176,1.67136085700063,-0.09864340292580016
CUST-10055,1,0.0,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,-0.3987127486671154,-1.2203980892173656,-0.3978210415988069,1.6697716120459434,-0.0959067124349269
CUST-10056,1,0.0,3,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,-0.46470547581178206,-0.6022438052686192,0.4066725981842765,1.6681823670912566,-0.1067400610652432
CUST-10057,0,0.0,2,4,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0.6159937000975424,-0.4111868952769444,0.6501833154202707,1.6681823670912566,-0.10921940823682695
CUST-10058,0,0.0,3,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,-0.2787995894699192,1.9083876014900736,0.7308809567906873,1.66659312213657,-0.09896646928251869
CUST-10059,0,0.0,5,4,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.7203769919002652,0.03442483657541458,-0.21708707385931642,1.6650038771818831,-0.07958596489206253
CUST-10060,0,1.0,4,3,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,-0.8192257617803594,1.762666229462525,0.015664313938550313,1.6634146322271965,-0.06853167938755532
CUST-10061,1,1.0,2,2,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,-1.131952541563071,1.2265946120761564,-1.6781187112007543,1.6618253872725097,0.2940527097863556
CUST-10062,0,0.0,4,2,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,-0.126168581286713,-0.6832705198597829,0.12082851318019819,1.660236142317823,-0.10176434720593731
CUST-10063,0,0.0,2,3,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,-0.8640711957065829,-1.4143412679303589,-1.344265099847614,1.6586468973631363,-0.05179222501784679
CUST-10064,0,0.0,3,4,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.9854740878725095,0.08194267528004981,-0.9251414114574013,1.6570576524084495,-0.015840499275101425
CUST-10065,0,0.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09705500895846493,-0.6533518806753829,0.29263416793571817,1.6570576524084495,-0.10510732231288611
CUST-10066,1,0.0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.19610582138328633,1.630320249070355,0.9965131049542778,1.655468407453763,-0.10599865843404996
CUST-10067,1,0.0,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.49872245303174106,-0.29890400233784303,0.643646798542227,1.653879162499076,-0.10851673507912574
CUST-10068,1,1.0,4,2,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.33631584226464745,-0.35522144080259616,0.09810246504855796,1.7428768799615322,-0.097543776043772
CUST-10069,0,1.0,5,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1.5204001720785492,-1.5121928172628676,0.31767108286837814,1.6507006725897027,-0.11278771393236835
CUST-10070,1,0.0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.132784752221575,0.40471199448116607,1.3255542775031666,1.649111427635016,-0.11348735096153728
CUST-10071,0,1.0,2,3,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.8017077728272701,-1.2781234636437375,0.2568050171005893,1.6475221826803292,-0.11009412098103112
CUST-10072,1,0.0,2,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0.03533701730850508,0.42899888981909073,0.6302057308842333,1.6459329377256426,-0.10427220676260711
CUST-10073,1,0.0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.7430272524829056,0.5743682778562346,-0.11146940834052983,1.6459329377256426,-0.07679505906375067
CUST-10074,0,0.0,2,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2.428220944763088,-0.8296958598681409,0.9935805346017631,1.5029008918038382,-0.11441676364358565
CUST-10075,1,0.0,5,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.7930507543192119,0.9721101870135537,-0.11064843599383929,1.6427544478162692,-0.07096541490447751
CUST-10076,1,0.0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.9059591858654725,-0.3284706575318383,-0.752157234280192,1.6411652028615824,-0.05112346997122994
CUST-10077,0,0.0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1698114380509477,-1.591741199094331,-0.5195598985904842,1.637986712952209,-0.10119919432403814
CUST-10078,1,0.0,2,4,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,-1.1078594915347049,1.593713914068266,-1.3185681779195273,1.3090130073320592,0.16455084261104763
CUST-10079,0,0.0,3,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,2.428220944763088,-1.0130795188689932,0.8891551145645752,1.7460553698709056,-0.11438603410345322
CUST-10080,0,0.0,3,3,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,-0.110964324962765,0.4972837839576038,0.5461940947335805,1.6348082230428356,-0.10205987160405502
CUST-10081,1,0.0,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,-0.19957122215801473,0.4113996902988554,0.46335508439430595,1.6348082230428356,-0.10063777068875243
CUST-10082,0,0.0,3,4,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0.10390289386805004,0.3730334353447422,0.6620173770376038,1.6332189780881488,-0.10519764501328434
CUST-10083,1,0.0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,-0.3520814232518075,0.3547302678436976,0.31836732621891944,1.6316297331334622,-0.0971314357861443
CUST-10084,1,0.0,1,3,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,-1.1390324294869871,-1.0627092615160567,-2.3524497466250063,1.6300404881787753,0.23644306197800752
CUST-10085,1,0.0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,-0.03911493037392335,0.08405457922247812,0.4803235593821338,1.6284512432240887,-0.10327398965339042
CUST-10086,0,0.0,4,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.3357625299158079,0.9717582030231487,1.3255542775031666,1.626861998269402,-0.11222715303934423
CUST-10087,1,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.5300880249465115,0.46349332087875217,0.15688804583973864,1.6252727533147153,-0.09068534643090644
CUST-10088,0,0.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.5239189292213247,-1.4460198270667826,0.015574099303963463,1.6236835083600285,-0.1086584627653341
CUST-10089,1,1.0,5,2,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,-0.8686835119300126,-1.0711568772857698,-1.0189779865124997,1.6236835083600285,-0.05862469501367505
CUST-10090,1,1.0,4,4,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.8775535933329894,0.6560285636301267,-0.3602045983703579,1.622094263405342,-0.058524670740970196
CUST-10091,1,1.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9665815028470343,-1.6818491006379361,-1.6884645136683094,1.620505018450655,-0.044536887618372156
CUST-10092,1,0.0,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.618963665686582,0.3195318688032269,0.008686186858772649,1.6189157734959685,-0.08627494624109251
CUST-10093,0,0.0,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1.0786901355334342,-1.4439079231243541,0.23248243840697475,1.6173265285412817,-0.11134409171119448
CUST-10094,1,0.0,3,4,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0.9372623597376631,-0.9546501764618119,0.5275456421992307,1.615737283586595,-0.11086887658908631
CUST-10095,1,1.0,4,3,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,-0.5980528485492649,-1.5280320968310792,-0.912548546896835,1.6141480386319083,-0.08603697419907952
CUST-10096,0,0.0,3,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,-0.10896131813191248,0.2216803194707184,0.4812751745048713,1.6125587936772217,-0.10236301696092755
CUST-10097,1,0.0,3,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.3555881309049489,1.140710518417408,0.9786108411758441,1.6109695487225348,-0.10739478530588273
CUST-10098,1,0.0,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,-0.8463860892449403,0.3293874205345588,-0.3799883271194559,1.6109695487225348,-0.06379551900889358
CUST-10099,1,0.0,4,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,-0.9569033776739498,0.4451901533777075,-0.6586110542415617,1.6093803037678482,-0.035519053588852996
CUST-10100,0,0.0,3,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2.428220944763088,0.13931606571601687,1.3255542775031666,1.6077910588131614,-0.11407716426590324
CUST-10101,1,0.0,3,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,-0.022737022854688663,0.6827793469008847,0.6579642971086328,1.6062018138584746,-0.10346038510983385
CUST-10102,0,1.0,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.428220944763088,0.45504570510903886,1.3255542775031666,1.604612568903788,-0.11337548981760581
CUST-10103,1,0.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6827801342802419,0.38781676294174,-1.2119901321816866,1.6030233239491012,0.05115499585077782
CUST-10104,0,0.0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.8924672149220217,0.9189606044624428,1.1595554105732546,1.6014340789944146,-0.11058518244085172
CUST-10105,0,0.0,3,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.8755032380909809,0.8077336634945554,-0.32545501499088536,1.5998448340397278,-0.05828247696132975
CUST-10106,1,0.0,2,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.8142861070368628,-0.4206904630178716,-0.5329509878554738,1.5998448340397278,-0.07067704004041721
CUST-10107,1,0.0,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.31598442868986926,-1.6818491006379361,-0.7681188696916924,1.5982555890850412,-0.0972551176849742
CUST-10108,1,1.0,4,2,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,-0.715262205363639,0.21780849557626664,-0.15471027937993298,1.5966663441303544,-0.07986954597944865
CUST-10109,1,0.0,1,2,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.9576539196063998,0.3068604451486575,-0.6599073292807213,1.5950770991756678,-0.03959227826431144
CUST-10110,1,1.0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.811548505068293,-0.5030547167725729,-0.6044195223583618,1.593487854220981,-0.06818153751085541
CUST-10111,1,0.0,2,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1.1344472072621228,0.1590271691786805,-1.9999976020301662,1.5918986092662943,0.3222047897484331
CUST-10112,1,0.0,1,3,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0.2869970260937685,1.093896647693582,0.9353289195009631,1.5903093643116075,-0.10685580774779119
CUST-10113,1,1.0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.3637525823088745,1.9083876014900736,0.6575697881055345,1.588720119356921,-0.09687860022114292
CUST-10114,1,0.0,2,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,-1.0592155462552937,0.11714107432052048,-1.1800612092941882,1.588720119356921,0.027730137821481052
CUST-10115,1,0.0,3,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-0.951757973181826,0.31460409293756103,-0.6455529535779494,1.587130874402234,-0.04085984728343134
CUST-10116,0,0.0,4,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-1.0481602187036965,-0.9078363057379858,-1.4498124452589316,1.5855416294475475,0.002090499490536433
CUST-10117,1,0.0,2,4,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.038241679188328645,-0.5674677870166345,0.23191292912589356,1.5839523844928607,-0.10309699673496461
CUST-10118,0,1.0,4,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1.0592589494355678,-0.1816933335330757,-1.3169044094648759,1.582363139538174,0.035189108563405715
CUST-10119,1,0.0,1,5,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.5090858944070606,1.2054755726518742,1.0664186761230874,1.5807738945834873,-0.10851954878089054
CUST-10120,1,1.0,4,3,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,-1.1532954039251975,0.8267407989764094,-1.9348845423844985,1.5791846496288007,0.3952428286176538
CUST-10121,1,1.0,4,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.8333738899212649,1.9083876014900736,0.011539571985462392,1.5775954046741139,-0.06642112553287136
CUST-10122,0,0.0,4,3,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1.4825598067771346,-1.6118042865473998,0.20034368085497262,1.5775954046741139,-0.11263534219672568
CUST-10123,0,1.0,2,3,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0.34578915115244946,-1.4358122913450464,-0.06741513501720266,1.576006159719427,-0.10725821228172355
CUST-10124,1,0.0,3,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,-1.0871253950274655,1.1255752068300058,-1.1234110661071954,1.5744169147647404,0.07378175744325013
CUST-10125,1,0.0,4,3,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0.8907689274161503,1.4919905408413054,1.2827060464309117,1.5728276698100536,-0.1105790350478294
CUST-10126,1,0.0,3,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,-0.3615766388807302,-0.003237450397889315,0.20762684662450664,1.571238424855367,-0.09708402353129254
CUST-10127,0,0.0,2,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1.076891988559552,-1.6818491006379361,-0.002771261475650434,1.5696491799006802,-0.11141403531873888
CUST-10128,0,0.0,5,3,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,-0.0744707714712577,-0.8233601480408562,0.10317613197278144,1.5680599349459936,-0.10290680721529531
CUST-10129,0,0.0,4,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0.19846034569305102,0.31601202889918006,0.6924481272069789,1.5664706899913068,-0.1060536693579382
CUST-10130,0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.428220944763088,-0.9877366715598543,0.9054935022967424,1.5664706899913068,-0.11439773616540286
CUST-10131,0,1.0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.8603591040825412,0.15726724922665708,-0.47025797727626495,1.5648814450366202,-0.06083430231848244
CUST-10132,1,0.0,3,3,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,-0.0024870124978908417,1.9083876014900736,0.9328524467456538,1.5632922000819334,-0.10377593469650571
CUST-10133,1,0.0,3,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,-0.43674914284168287,1.467703645503381,0.4982709158505528,1.5617029551272468,-0.0944982053599379
CUST-10134,1,1.0,3,2,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0.577634116384619,0.8161812792642683,1.0100674403054228,1.56011371017256,-0.1089814722174115
CUST-10135,1,0.0,2,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0.09341910564050047,-0.10601677559606353,0.501189184249952,1.5585244652178734,-0.10496826495874348
CUST-10136,0,0.0,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-1.0255881787506602,-0.5604281072085402,-1.2763515832571317,1.5569352202631865,0.0010984497779774212
CUST-10137,1,1.0,4,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0.08071219359649853,0.7619757447419437,0.7469876348880473,1.5553459753085,-0.10486340010422017
CUST-10138,1,0.0,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,-0.1715409692883788,-0.009925146215578665,0.35130013505944835,1.5553459753085,-0.1010128354293449
